latitude,longitude,list_of_name_keys,list_of_names,list_of_reference_keys,list_of_method_keys,timestamp_min,timestamp_max,num_measurements
-80.781,-151.882,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1975-01-01,1975-01-01,1
-80.75,167.393,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1977-01-01,1977-01-01,1
-80.738,-62.317,14,Filchner Ice Shelf (Ellsworth) Traverse 1957-1958,3,-9999,1957-12-21,1957-12-21,1
-80.705,-120.317,21,Marie Byrd Land-Horlick Mountains Traverse 1958-1959,10,1,1958-11-05,1958-11-05,1
-80.673,-168.333,16,Ross Ice Shelf Traverse 1957-1958,5,1,1958-01-28,1958-01-28,1
-80.637,-58.283,14,Filchner Ice Shelf (Ellsworth) Traverse 1957-1958,3,-9999,1958-01-15,1958-01-15,1
-80.617,170.083,16,Ross Ice Shelf Traverse 1957-1958,5,1,1957-12-10,1957-12-10,1
-80.6,-154.692,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1975-01-01,1975-01-01,1
-80.59,-46.933,14,Filchner Ice Shelf (Ellsworth) Traverse 1957-1958,3,-9999,1957-12-02,1957-12-02,1
-80.585,-176.906,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1977-01-01,1977-01-01,1
-80.578,-114.95,19,Ellsworth-Byrd Station Traverse 1958-1959,7,-9999,1959-01-04,1959-01-04,1
-80.577917,121.804167,370,Megaacu-eaiist,82,-9999,2020-01-01,2020-01-01,1
-80.57493,121.63189,372,Station_accumulation-eaiist,82,-9999,2020-01-01,2020-01-01,1
-80.57487,121.73229,373,Megaw-eaiist,82,-9999,2020-01-01,2020-01-01,1
-80.56397,121.68241,371,Station_erosion-eaiist,82,-9999,2020-01-01,2020-01-01,1
-80.551,162.621,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1977-01-01,1977-01-01,1
-80.492,-104.083,18,Sentinel Range (Marie Byrd Land) Traverse 1957-1958,4,1,1957-02-07,1957-02-07,1
-80.488,-101.067,18,Sentinel Range (Marie Byrd Land) Traverse 1957-1958,4,1,1957-02-05,1957-02-05,1
-80.487,-173.9,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1977-01-01,1977-01-01,1
-80.461,179.65,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1977-01-01,1977-01-01,1
-80.453,-107.017,18,Sentinel Range (Marie Byrd Land) Traverse 1957-1958,4,1,1957-02-10,1957-02-10,1
-80.425,-98.167,18,Sentinel Range (Marie Byrd Land) Traverse 1957-1958,4,1,1957-02-02,1957-02-02,1
-80.424,173.968,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1977-01-01,1977-01-01,1
-80.387,-109.85,18,Sentinel Range (Marie Byrd Land) Traverse 1957-1958,4,1,1957-02-12,1957-02-12,1
-80.384,170.95,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1977-01-01,1977-01-01,1
-80.383,33.75,42,South Pole-Queen Maud Land Traverse II,30,-9999,1966-01-25,1966-01-25,1
-80.367119,77.373028,403,Dome_A,93,26,2005-01-01,2005-01-01,1
-80.36,-117.467,19,Ellsworth-Byrd Station Traverse 1958-1959,7,-9999,1959-01-05,1959-01-05,1
-80.322,-158.667,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1975-01-01,1975-01-01,1
-80.32,-112.683,18,Sentinel Range (Marie Byrd Land) Traverse 1957-1958,4,1,1957-02-14,1957-02-14,1
-80.311,-168.274,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1977-01-01,1977-01-01,1
-80.283,-60.467,14,Filchner Ice Shelf (Ellsworth) Traverse 1957-1958,3,-9999,1958-01-08,1958-01-08,1
-80.277,-95.317,18,Sentinel Range (Marie Byrd Land) Traverse 1957-1958,4,1,1957-01-31,1957-01-31,1
-80.265,-120.2,21,Marie Byrd Land-Horlick Mountains Traverse 1958-1959,10,1,1958-11-03,1958-11-03,1
-80.23,-114.667,18,Sentinel Range (Marie Byrd Land) Traverse 1957-1958,4,1,1957-02-18,1957-02-18,1
-80.217,-119.5,41,Byrd Station to South Pole Traverse 1960-1961,29,-9999,1960-12-31,1960-12-31,1
-80.195,-63.75,14,Filchner Ice Shelf (Ellsworth) Traverse 1957-1958,3,-9999,1957-12-22,1957-12-22,1
-80.192,-161.561,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1975-01-01,1975-01-01,1
-80.188,-165.208,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1975-01-01,1975-01-01,1
-80.173,-168.25,16,Ross Ice Shelf Traverse 1957-1958,5,1,1958-01-31,1958-01-31,1
-80.167,139.033,25,McMurdo-Pole Traverse 1960-1961,14,-9999,1961-01-09,1961-01-09,1
-80.11,165.245,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1977-01-01,1977-01-01,1
-80.043,-54.533,19,Ellsworth-Byrd Station Traverse 1958-1959,7,-9999,1958-02-07,1958-02-07,1
-80.022,162.389,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1977-01-01,1977-01-01,1
-80.018,40.65,29,Syowa-South Pole Traverse 1968-1969,17,4,1968-11-18,1968-11-18,1
-80.0,-120.0,18 / 21 / 22 / 24 / 41,Sentinel Range (Marie Byrd Land) Traverse 1957-1958 / Marie Byrd Land-Horlick Mountains Traverse 1958-1959 / Marie Byrd Traverse 1959-1960 / Ellsworth Highland (Byrd Station to Bellingshausen Sea) Traverse 1960- 1961 / Byrd Station to South Pole Traverse 1960-1961,4 / 10 / 11 / 13 / 29,1 / -9999 / 2,1957-05-16,1960-12-31,7
-79.995,-173.983,16,Ross Ice Shelf Traverse 1957-1958,5,1,1957-11-19,1957-11-19,1
-79.991,-152.104,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1975-01-01,1975-01-01,1
-79.983,177.101,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1977-01-01,1977-01-01,1
-79.976,-177.214,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1977-01-01,1977-01-01,1
-79.95,-116.583,24,Ellsworth Highland (Byrd Station to Bellingshausen Sea) Traverse 1960- 1961,13,2,1960-11-15,1960-11-15,1
-79.95,37.167,42,South Pole-Queen Maud Land Traverse II,30,-9999,1966-01-27,1966-01-27,1
-79.936,171.637,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1977-01-01,1977-01-01,1
-79.924444,-94.388333,379,Mount_Johns,88,-9999,2009-01-01,2009-01-01,1
-79.91,170.3,16,Ross Ice Shelf Traverse 1957-1958,5,1,1957-12-08,1957-12-08,1
-79.883,-114.383,24,Ellsworth Highland (Byrd Station to Bellingshausen Sea) Traverse 1960- 1961,13,2,1960-11-17,1960-11-17,1
-79.878,-93.45,18,Sentinel Range (Marie Byrd Land) Traverse 1957-1958,4,1,1957-01-29,1957-01-29,1
-79.873,-45.1,14,Filchner Ice Shelf (Ellsworth) Traverse 1957-1958,3,-9999,1957-12-01,1957-12-01,1
-79.85139,126.20333,368,Paleo,82,-9999,2020-01-01,2020-01-01,1
-79.805,-112.183,24,Ellsworth Highland (Byrd Station to Bellingshausen Sea) Traverse 1960- 1961,13,2,1960-11-18,1960-11-18,1
-79.787,-121.767,15,Little America-Byrd Station Traverse 1957-1958,4,1,1957-02-26,1957-02-26,1
-79.765,166.386,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1977-01-01,1977-01-01,1
-79.7,-118.55,18,Sentinel Range (Marie Byrd Land) Traverse 1957-1958,4,1,1957-11-20,1957-11-20,1
-79.67,-150.617,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1975-01-01,1975-01-01,1
-79.667,149.0,17,Trans-Antarctic Expedition 1957-1958,6,-9999,1958-02-18,1958-02-18,1
-79.663,-168.533,16,Ross Ice Shelf Traverse 1957-1958,5,1,1958-02-02,1958-02-02,1
-79.642,-123.0,15,Little America-Byrd Station Traverse 1957-1958,4,1,1957-02-24,1957-02-24,1
-79.587,-153.033,16,Ross Ice Shelf Traverse 1957-1958,5,1,1958-04-01,1958-04-01,1
-79.53,163.362,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1977-01-01,1977-01-01,1
-79.498,-108.233,24,Ellsworth Highland (Byrd Station to Bellingshausen Sea) Traverse 1960- 1961,13,2,1960-11-22,1960-11-22,1
-79.495,-120.033,22,Marie Byrd Traverse 1959-1960,11,-9999,1959-11-07,1959-11-07,1
-79.482,-154.433,16,Ross Ice Shelf Traverse 1957-1958,5,1,1958-04-03,1958-04-03,1
-79.48,-65.5,14,Filchner Ice Shelf (Ellsworth) Traverse 1957-1958,3,-9999,1957-12-25,1957-12-25,1
-79.478,-124.403,15,Little America-Byrd Station Traverse 1957-1958,4,1,1957-02-23,1957-02-23,1
-79.462,-44.433,14,Filchner Ice Shelf (Ellsworth) Traverse 1957-1958,3,-9999,1957-11-29,1957-11-29,1
-79.435,-150.432,15,Little America-Byrd Station Traverse 1957-1958,4,1,1957-02-03,1957-02-03,1
-79.429,171.992,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1977-01-01,1977-01-01,1
-79.388,-161.886,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1975-01-01,1975-01-01,1
-79.372,-155.983,16,Ross Ice Shelf Traverse 1957-1958,5,1,1958-03-30,1958-03-30,1
-79.353,-40.417,14,Filchner Ice Shelf (Ellsworth) Traverse 1957-1958,3,-9999,1957-11-10,1957-11-10,1
-79.338,-106.117,24,Ellsworth Highland (Byrd Station to Bellingshausen Sea) Traverse 1960- 1961,13,2,1960-11-24,1960-11-24,1
-79.323,-125.57,15,Little America-Byrd Station Traverse 1957-1958,4,1,1957-02-21,1957-02-21,1
-79.32,-91.233,18,Sentinel Range (Marie Byrd Land) Traverse 1957-1958,4,1,1957-01-25,1957-01-25,1
-79.317,169.429,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1977-01-01,1977-01-01,1
-79.31,-164.708,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1977-01-01,1977-01-01,1
-79.294,-169.363,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1977-01-01,1977-01-01,1
-79.252,170.333,16,Ross Ice Shelf Traverse 1957-1958,5,1,1957-12-06,1957-12-06,1
-79.25,40.5,42,South Pole-Queen Maud Land Traverse II,30,-9999,1966-01-28,1966-01-28,1
-79.23,-157.1,16,Ross Ice Shelf Traverse 1957-1958,5,1,1958-04-05,1958-04-05,1
-79.205,-146.782,15,Little America-Byrd Station Traverse 1957-1958,4,1,1957-02-06,1957-02-06,1
-79.2,143.2,25,McMurdo-Pole Traverse 1960-1961,14,-9999,1961-01-06,1961-01-06,1
-79.197,-166.55,16,Ross Ice Shelf Traverse 1957-1958,5,1,1957-11-12,1957-11-12,1
-79.153,-168.65,16,Ross Ice Shelf Traverse 1957-1958,5,1,1957-11-15,1957-11-15,1
-79.137,179.922,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1977-01-01,1977-01-01,1
-79.133,36.717,43,South Pole-Queen Maud Land Traverse III 1967-1968,30,-9999,1967-12-07,1967-12-07,1
-79.13,-126.95,15,Little America-Byrd Station Traverse 1957-1958,4,1,1957-02-20,1957-02-20,1
-79.117,-171.517,16,Ross Ice Shelf Traverse 1957-1958,5,1,1957-11-17,1957-11-17,1
-79.107,-168.667,16,Ross Ice Shelf Traverse 1957-1958,5,1,1958-02-04,1958-02-04,1
-79.083,163.85,20,Little America-Victoria Land Traverse 1958-1959,5,1,1958-11-12,1958-11-12,1
-79.082,165.183,20,Little America-Victoria Land Traverse 1958-1959,5,1,1959-01-24,1959-01-24,1
-79.08,165.633,20,Little America-Victoria Land Traverse 1958-1959,5,1,1958-11-09,1958-11-09,1
-79.077,179.683,16,Ross Ice Shelf Traverse 1957-1958,5,1,1957-11-24,1957-11-24,1
-79.073,167.4,20,Little America-Victoria Land Traverse 1958-1959,5,1,1958-11-07,1958-11-07,1
-79.05,169.183,20,Little America-Victoria Land Traverse 1958-1959,5,1,1958-11-05,1958-11-05,1
-79.038,-158.333,16,Ross Ice Shelf Traverse 1957-1958,5,1,1958-03-28,1958-03-28,1
-79.025,-102.033,24,Ellsworth Highland (Byrd Station to Bellingshausen Sea) Traverse 1960- 1961,13,2,1960-11-26,1960-11-26,1
-79.017,170.7,20,Little America-Victoria Land Traverse 1958-1959,5,1,1958-11-04,1958-11-04,1
-79.003,-119.567,22,Marie Byrd Traverse 1959-1960,11,-9999,1959-11-09,1959-11-09,1
-79.002,162.25,20,Little America-Victoria Land Traverse 1958-1959,9,1,1958-11-16,1958-11-16,1
-78.99,174.833,16,Ross Ice Shelf Traverse 1957-1958,5,1,1957-11-30,1957-11-30,1
-78.978,-66.633,14,Filchner Ice Shelf (Ellsworth) Traverse 1957-1958,3,-9999,1957-12-30,1957-12-30,1
-78.977,-177.1,16,Ross Ice Shelf Traverse 1957-1958,5,1,1957-11-23,1957-11-23,1
-78.967,-128.083,15,Little America-Byrd Station Traverse 1957-1958,4,1,1957-02-18,1957-02-18,1
-78.957,179.922,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1977-01-01,1977-01-01,1
-78.95,152.0,17,Trans-Antarctic Expedition 1957-1958,6,-9999,1958-02-20,1958-02-20,1
-78.94611,-56.84,6,FRI08S84_341,1,-9999,1984-02-09,1984-02-09,1
-78.943,174.841,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1977-01-01,1977-01-01,1
-78.917,-164.833,16,Ross Ice Shelf Traverse 1957-1958,5,1,1957-10-31,1957-10-31,1
-78.907,-172.414,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1977-01-01,1977-01-01,1
-78.883,-38.267,14,Filchner Ice Shelf (Ellsworth) Traverse 1957-1958,3,-9999,1957-11-07,1957-11-07,1
-78.877,-90.183,18,Sentinel Range (Marie Byrd Land) Traverse 1957-1958,4,1,1957-01-23,1957-01-23,1
-78.875,172.367,16,Ross Ice Shelf Traverse 1957-1958,5,1,1957-12-02,1957-12-02,1
-78.87167,-53.40333,2,FRI03S86_345,1,-9999,1986-01-28,1986-01-28,1
-78.855,-159.433,16,Ross Ice Shelf Traverse 1957-1958,5,1,1958-04-07,1958-04-07,1
-78.85,33.233,43,South Pole-Queen Maud Land Traverse III 1967-1968,30,-9999,1967-12-12,1967-12-12,1
-78.842,-100.183,24,Ellsworth Highland (Byrd Station to Bellingshausen Sea) Traverse 1960- 1961,13,2,1960-11-28,1960-11-28,1
-78.82,-68.617,14,Filchner Ice Shelf (Ellsworth) Traverse 1957-1958,3,-9999,1958-01-02,1958-01-02,1
-78.809,-167.391,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1977-01-01,1977-01-01,1
-78.788,-129.217,15,Little America-Byrd Station Traverse 1957-1958,4,1,1957-02-16,1957-02-16,1
-78.787,-139.967,15,Little America-Byrd Station Traverse 1957-1958,4,1,1957-02-10,1957-02-10,1
-78.783,-114.983,18,Sentinel Range (Marie Byrd Land) Traverse 1957-1958,4,1,1957-11-25,1957-11-25,1
-78.768,170.283,16,Ross Ice Shelf Traverse 1957-1958,5,1,1957-12-04,1957-12-04,1
-78.759,-159.888,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1975-01-01,1975-01-01,1
-78.748,-143.817,15,Little America-Byrd Station Traverse 1957-1958,4,1,1957-02-08,1957-02-08,1
-78.717,29.717,43,South Pole-Queen Maud Land Traverse III 1967-1968,30,-9999,1967-12-13,1967-12-13,1
-78.712,-168.783,16,Ross Ice Shelf Traverse 1957-1958,5,1,1958-02-06,1958-02-06,1
-78.7,-6.867,43,South Pole-Queen Maud Land Traverse III 1967-1968,30,-9999,1968-01-26,1968-01-26,1
-78.675,-132.583,15,Little America-Byrd Station Traverse 1957-1958,4,1,1957-02-14,1957-02-14,1
-78.658,-166.667,16,Ross Ice Shelf Traverse 1957-1958,5,1,1958-02-08,1958-02-08,1
-78.652,-98.283,24,Ellsworth Highland (Byrd Station to Bellingshausen Sea) Traverse 1960- 1961,13,2,1960-11-29,1960-11-29,1
-78.633,-160.367,16,Ross Ice Shelf Traverse 1957-1958,5,1,1958-03-26,1958-03-26,1
-78.6,-162.158,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1975-01-01,1975-01-01,1
-78.6,-13.233,31,Inland from Halley Bay 1970,19,5,1970-11-15,1970-11-15,1
-78.6,149.0,25,McMurdo-Pole Traverse 1960-1961,14,-9999,1961-01-02,1961-01-02,1
-78.567,-163.95,16,Ross Ice Shelf Traverse 1957-1958,5,1,1958-02-10,1958-02-10,1
-78.565,-37.967,14,Filchner Ice Shelf (Ellsworth) Traverse 1957-1958,3,-9999,1957-11-05,1957-11-05,1
-78.55,-15.85,31,Inland from Halley Bay 1970,19,5,1970-11-15,1970-11-15,1
-78.505,-119.717,22,Marie Byrd Traverse 1959-1960,11,-9999,1959-11-11,1959-11-11,1
-78.5,154.0,17,Trans-Antarctic Expedition 1957-1958,6,-9999,1958-02-21,1958-02-21,1
-78.4906,106.6458,366,S4-vanish,82,-9999,2012-01-01,2012-01-01,1
-78.483,177.49,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1977-01-01,1977-01-01,1
-78.48,179.835,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1977-01-01,1977-01-01,1
-78.472,161.783,20,Little America-Victoria Land Traverse 1958-1959,9,1,1958-11-27,1958-11-27,1
-78.447,-39.034,14,Filchner Ice Shelf (Ellsworth) Traverse 1957-1958,3,-9999,1957-11-02,1957-11-02,1
-78.433,-100.083,24,Ellsworth Highland (Byrd Station to Bellingshausen Sea) Traverse 1960- 1961,13,2,1960-12-01,1960-12-01,1
-78.42778,-52.50639,12,FRI02C92_246,2,-9999,1992-01-30,1992-01-30,1
-78.42,172.536,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1977-01-01,1977-01-01,1
-78.419,-175.296,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1977-01-01,1977-01-01,1
-78.417,-89.283,18,Sentinel Range (Marie Byrd Land) Traverse 1957-1958,4,1,1957-01-21,1957-01-21,1
-78.413,-161.333,16,Ross Ice Shelf Traverse 1957-1958,5,1,1958-04-08,1958-04-08,1
-78.412,170.133,20,Little America-Victoria Land Traverse 1958-1959,5,1,1959-01-27,1959-01-27,1
-78.363,161.6,20,Little America-Victoria Land Traverse 1958-1959,9,1,1958-11-30,1958-11-30,1
-78.333,-16.833,31,Inland from Halley Bay 1970,19,5,1970-11-15,1970-11-15,1
-78.317,23.367,43,South Pole-Queen Maud Land Traverse III 1967-1968,30,-9999,1967-12-17,1967-12-17,1
-78.312,-138.031,22,Marie Byrd Traverse 1959-1960,11,-9999,1960-01-31,1960-01-31,1
-78.30833,-57.12833,7,FRI13S86_335,1,-9999,1990-02-03,1990-02-03,1
-78.308,-114.517,18,Sentinel Range (Marie Byrd Land) Traverse 1957-1958,4,1,1957-11-27,1957-11-27,1
-78.305,161.4,20,Little America-Victoria Land Traverse 1958-1959,9,1,1958-12-03,1958-12-03,1
-78.3,167.248,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1978-01-01,1978-01-01,1
-78.267,-4.017,43,South Pole-Queen Maud Land Traverse III 1967-1968,30,-9999,1968-01-24,1968-01-24,1
-78.24194,-54.04694,5,FRI06S84_241,1,-9999,1984-01-30,1984-01-30,1
-78.227,161.217,20,Little America-Victoria Land Traverse 1958-1959,9,1,1958-12-04,1958-12-04,1
-78.217,-101.833,24,Ellsworth Highland (Byrd Station to Bellingshausen Sea) Traverse 1960- 1961,13,2,1960-12-03,1960-12-03,1
-78.175,-162.217,16,Ross Ice Shelf Traverse 1957-1958,5,1,1957-06-26,1957-06-26,1
-78.167,169.5,20,Little America-Victoria Land Traverse 1958-1959,5,1,1959-01-29,1959-01-29,1
-78.128,160.467,20,Little America-Victoria Land Traverse 1958-1959,8,1,1958-12-06,1958-12-06,1
-78.082,139.533,20,Little America-Victoria Land Traverse 1958-1959,8,1,1958-12-29,1958-12-29,1
-78.08,149.917,20,Little America-Victoria Land Traverse 1958-1959,8,1,1958-12-22,1958-12-22,1
-78.073,148.65,20,Little America-Victoria Land Traverse 1958-1959,8,1,1959-01-13,1959-01-13,1
-78.072,135.767,20,Little America-Victoria Land Traverse 1958-1959,8,1,1959-01-03,1959-01-03,1
-78.067,142.417,20,Little America-Victoria Land Traverse 1958-1959,8,1,1958-12-27,1958-12-27,1
-78.067,147.467,20,Little America-Victoria Land Traverse 1958-1959,8,1,1958-12-24,1958-12-24,1
-78.05833,-58.77667,11,FRI18S86_330,1,-9999,1986-02-02,1986-02-02,1
-78.057,136.433,20,Little America-Victoria Land Traverse 1958-1959,8,1,1959-01-01,1959-01-01,1
-78.055,131.717,20,Little America-Victoria Land Traverse 1958-1959,8,1,1959-01-07,1959-01-07,1
-78.05,152.75,20,Little America-Victoria Land Traverse 1958-1959,8,1,1958-12-20,1958-12-20,1
-78.04,154.017,20,Little America-Victoria Land Traverse 1958-1959,8,1,1959-01-15,1959-01-15,1
-78.038,145.217,20,Little America-Victoria Land Traverse 1958-1959,8,1,1958-12-25,1958-12-25,1
-78.038,159.333,20,Little America-Victoria Land Traverse 1958-1959,8,1,1958-12-08,1958-12-08,1
-78.028,155.3,20,Little America-Victoria Land Traverse 1958-1959,8,1,1958-12-17,1958-12-17,1
-78.022,158.417,20,Little America-Victoria Land Traverse 1958-1959,8,1,1958-12-10,1958-12-10,1
-78.017,20.083,43,South Pole-Queen Maud Land Traverse III 1967-1968,30,-9999,1967-12-23,1967-12-23,1
-78.01,41.167,29,Syowa-South Pole Traverse 1968-1969,17,4,1968-11-09,1968-11-09,1
-77.997,-120.017,22,Marie Byrd Traverse 1959-1960,11,-9999,1959-11-13,1959-11-13,1
-77.95,-89.25,18,Sentinel Range (Marie Byrd Land) Traverse 1957-1958,4,1,1957-01-19,1957-01-19,1
-77.9,-113.267,18,Sentinel Range (Marie Byrd Land) Traverse 1957-1958,4,1,1957-11-29,1957-11-29,1
-77.883,-1.917,43,South Pole-Queen Maud Land Traverse III 1967-1968,30,-9999,1968-01-23,1968-01-23,1
-77.86722,-52.80417,4,FRI05S84_240,1,-9999,1984-01-27,1984-01-27,1
-77.838,-139.95,22,Marie Byrd Traverse 1959-1960,11,-9999,1960-01-29,1960-01-29,1
-77.8,-101.167,24,Ellsworth Highland (Byrd Station to Bellingshausen Sea) Traverse 1960- 1961,13,2,1960-12-05,1960-12-05,1
-77.772,-87.517,18,Sentinel Range (Marie Byrd Land) Traverse 1957-1958,4,1,1957-01-13,1957-01-13,1
-77.733,-89.133,18,Sentinel Range (Marie Byrd Land) Traverse 1957-1958,4,1,1957-01-10,1957-01-10,1
-77.71167,-57.43667,10,FRI17S86_231,1,-9999,1986-02-05,1986-02-05,1
-77.71,-41.133,14 / 19,Filchner Ice Shelf (Ellsworth) Traverse 1957-1958 / Ellsworth-Byrd Station Traverse 1958-1959,3 / 7,-9999,1957-05-04,1958-05-07,4
-77.688,-91.467,18,Sentinel Range (Marie Byrd Land) Traverse 1957-1958,4,1,1957-01-08,1957-01-08,1
-77.657,174.071,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1977-01-01,1977-01-01,1
-77.65,17.167,43,South Pole-Queen Maud Land Traverse III 1967-1968,30,-9999,1967-12-26,1967-12-26,1
-77.603,-93.733,18,Sentinel Range (Marie Byrd Land) Traverse 1957-1958,4,1,1957-01-06,1957-01-06,1
-77.57861,-50.57944,1,FRI01S84_141,1,-9999,1984-01-24,1984-01-24,1
-77.572,-95.933,18,Sentinel Range (Marie Byrd Land) Traverse 1957-1958,4,1,1957-01-04,1957-01-04,1
-77.527,-98.183,18,Sentinel Range (Marie Byrd Land) Traverse 1957-1958,4,1,1957-01-02,1957-01-02,1
-77.5,0.083,43,South Pole-Queen Maud Land Traverse III 1967-1968,30,-9999,1968-01-22,1968-01-22,1
-77.497,-120.017,22,Marie Byrd Traverse 1959-1960,11,-9999,1959-11-17,1959-11-17,1
-77.467,-112.367,18,Sentinel Range (Marie Byrd Land) Traverse 1957-1958,4,1,1957-12-11,1957-12-11,1
-77.467,-100.45,24,Ellsworth Highland (Byrd Station to Bellingshausen Sea) Traverse 1960- 1961,13,2,1960-12-13,1960-12-13,1
-77.46,-100.433,18,Sentinel Range (Marie Byrd Land) Traverse 1957-1958,4,1,1957-12-31,1957-12-31,1
-77.433,-21.017,31,Inland from Halley Bay 1970,19,5,1970-11-15,1970-11-15,1
-77.433,41.533,29,Syowa-South Pole Traverse 1968-1969,17,4,1969-01-24,1969-01-24,1
-77.358,-141.767,22,Marie Byrd Traverse 1959-1960,11,-9999,1960-01-26,1960-01-26,1
-77.355,-102.683,18,Sentinel Range (Marie Byrd Land) Traverse 1957-1958,4,1,1957-12-29,1957-12-29,1
-77.355,-56.04,9,FRI16S86_230,1,-9999,1986-02-07,1986-02-07,1
-77.325,170.891,33,Ross Ice Shelf Geophysical and Glaciological Survey (RIGGS),21,6,1978-01-01,1978-01-01,1
-77.267,14.417,43,South Pole-Queen Maud Land Traverse III 1967-1968,30,-9999,1968-01-01,1968-01-01,1
-77.23806,123.47833,367,Ago5,82,-9999,2020-01-01,2020-01-01,1
-77.233,-104.833,18,Sentinel Range (Marie Byrd Land) Traverse 1957-1958,4,1,1957-12-25,1957-12-25,1
-77.225,-119.85,22,Marie Byrd Traverse 1959-1960,11,-9999,1959-11-19,1959-11-19,1
-77.19389,-53.14083,13,FRI10S90_136,2,-9999,1990-01-21,1990-01-21,1
-77.167,1.767,43,South Pole-Queen Maud Land Traverse III 1967-1968,30,-9999,1968-01-21,1968-01-21,1
-77.15,-139.3,22,Marie Byrd Traverse 1959-1960,11,-9999,1960-01-24,1960-01-24,1
-77.12917,-50.50139,3,FRI04S84_140,1,-9999,1984-01-22,1984-01-22,1
-77.117,-107.017,18,Sentinel Range (Marie Byrd Land) Traverse 1957-1958,4,1,1957-12-23,1957-12-23,1
-77.1,-101.167,24,Ellsworth Highland (Byrd Station to Bellingshausen Sea) Traverse 1960- 1961,13,2,1960-12-15,1960-12-15,1
-77.071,39.531,405,DFNW,95,-9999,2018-05-01,2018-05-01,1
-77.05,-22.5,31,Inland from Halley Bay 1970,19,5,1970-11-15,1970-11-15,1
-77.01,-50.4,377,Filchner_Ronne_Ice_Shelf,86,-9999,1982-01-01,1982-01-01,1
-77.005,48.046,35,Japanese Antarctic Research Expedition (JARE) 15 1974-1975,25,-9999,1974-11-13,1974-11-13,1
-76.99333,-54.83333,8,FRI15S86_131,1,-9999,1986-02-09,1986-02-09,1
-76.992,-112.783,18,Sentinel Range (Marie Byrd Land) Traverse 1957-1958,4,1,1957-12-12,1957-12-12,1
-76.983,41.8,29,Syowa-South Pole Traverse 1968-1969,17,4,1968-11-05,1968-11-05,1
-76.98111,-52.26778,378,Filchner_Ronne_Ice_Shelf2,87,4,1990-01-01,1990-01-01,1
-76.967,-109.117,18,Sentinel Range (Marie Byrd Land) Traverse 1957-1958,4,1,1957-12-21,1957-12-21,1
-76.926,-96.898,37,iSTAR Pine Island Glacier,27,-9999,2013-12-26,2013-12-26,1
-76.9,-136.867,22,Marie Byrd Traverse 1959-1960,11,-9999,1960-01-22,1960-01-22,1
